,Ymin,Xmin,Ymax,Xmax,id,name,mask
238,42.0,205.0,388.0,319.0,119.0,images/garrafa_2/garrafa2(119).png,output/garrafa_2/mask_(119).png
239,110.1,161.7,411.1,260.9,119.0,output/garrafa_2/aum_(119).png,output/garrafa_2/aum_mask_(119).png
240,41.0,200.0,388.0,312.0,120.0,images/garrafa_2/garrafa2(120).png,output/garrafa_2/mask_(120).png
241,231.3,225.0,325.0,255.3,120.0,output/garrafa_2/aum_(120).png,output/garrafa_2/aum_mask_(120).png
242,25.0,190.0,379.0,304.0,121.0,images/garrafa_2/garrafa2(121).png,output/garrafa_2/mask_(121).png
243,-24.3,121.5,312.0,229.8,121.0,output/garrafa_2/aum_(121).png,output/garrafa_2/aum_mask_(121).png
244,29.0,188.0,375.0,295.0,122.0,images/garrafa_2/garrafa2(122).png,output/garrafa_2/mask_(122).png
245,164.1,168.7,295.6,209.4,122.0,output/garrafa_2/aum_(122).png,output/garrafa_2/aum_mask_(122).png
246,42.0,184.0,381.0,291.0,123.0,images/garrafa_2/garrafa2(123).png,output/garrafa_2/mask_(123).png
247,159.8,176.5,464.8,272.8,123.0,output/garrafa_2/aum_(123).png,output/garrafa_2/aum_mask_(123).png
248,60.0,177.0,397.0,282.0,124.0,images/garrafa_2/garrafa2(124).png,output/garrafa_2/mask_(124).png
249,170.7,109.6,430.2,190.4,124.0,output/garrafa_2/aum_(124).png,output/garrafa_2/aum_mask_(124).png
250,87.0,170.0,425.0,276.0,125.0,images/garrafa_2/garrafa2(125).png,output/garrafa_2/mask_(125).png
251,267.4,127.1,351.9,153.6,125.0,output/garrafa_2/aum_(125).png,output/garrafa_2/aum_mask_(125).png
252,115.0,167.0,446.0,273.0,126.0,images/garrafa_2/garrafa2(126).png,output/garrafa_2/mask_(126).png
253,71.6,222.6,359.6,314.8,126.0,output/garrafa_2/aum_(126).png,output/garrafa_2/aum_mask_(126).png
254,127.0,162.0,460.0,271.0,127.0,images/garrafa_2/garrafa2(127).png,output/garrafa_2/mask_(127).png
255,98.6,212.9,281.8,272.8,127.0,output/garrafa_2/aum_(127).png,output/garrafa_2/aum_mask_(127).png
256,150.0,159.0,482.0,266.0,128.0,images/garrafa_2/garrafa2(128).png,output/garrafa_2/mask_(128).png
257,135.9,125.8,358.4,197.5,128.0,output/garrafa_2/aum_(128).png,output/garrafa_2/aum_mask_(128).png
258,169.0,152.0,489.0,259.0,129.0,images/garrafa_2/garrafa2(129).png,output/garrafa_2/mask_(129).png
259,299.6,93.3,546.0,175.7,129.0,output/garrafa_2/aum_(129).png,output/garrafa_2/aum_mask_(129).png
260,171.0,150.0,500.0,257.0,130.0,images/garrafa_2/garrafa2(130).png,output/garrafa_2/mask_(130).png
261,195.3,219.7,271.0,244.3,130.0,output/garrafa_2/aum_(130).png,output/garrafa_2/aum_mask_(130).png
262,169.0,151.0,499.0,258.0,131.0,images/garrafa_2/garrafa2(131).png,output/garrafa_2/mask_(131).png
263,322.2,182.7,540.0,253.3,131.0,output/garrafa_2/aum_(131).png,output/garrafa_2/aum_mask_(131).png
264,163.0,148.0,488.0,256.0,132.0,images/garrafa_2/garrafa2(132).png,output/garrafa_2/mask_(132).png
265,240.8,123.3,377.3,168.6,132.0,output/garrafa_2/aum_(132).png,output/garrafa_2/aum_mask_(132).png
266,156.0,147.0,480.0,255.0,133.0,images/garrafa_2/garrafa2(133).png,output/garrafa_2/mask_(133).png
267,271.0,160.0,355.2,188.1,133.0,output/garrafa_2/aum_(133).png,output/garrafa_2/aum_mask_(133).png
268,147.0,148.0,476.0,256.0,134.0,images/garrafa_2/garrafa2(134).png,output/garrafa_2/mask_(134).png
269,197.2,84.4,480.1,177.3,134.0,output/garrafa_2/aum_(134).png,output/garrafa_2/aum_mask_(134).png
270,141.0,145.0,469.0,254.0,135.0,images/garrafa_2/garrafa2(135).png,output/garrafa_2/mask_(135).png
271,247.1,148.1,545.5,247.3,135.0,output/garrafa_2/aum_(135).png,output/garrafa_2/aum_mask_(135).png
272,129.0,144.0,472.0,260.0,136.0,images/garrafa_2/garrafa2(136).png,output/garrafa_2/mask_(136).png
273,187.7,98.5,448.4,186.7,136.0,output/garrafa_2/aum_(136).png,output/garrafa_2/aum_mask_(136).png
274,128.0,145.0,473.0,262.0,137.0,images/garrafa_2/garrafa2(137).png,output/garrafa_2/mask_(137).png
275,284.2,182.5,394.6,219.9,137.0,output/garrafa_2/aum_(137).png,output/garrafa_2/aum_mask_(137).png
276,139.0,141.0,470.0,262.0,138.0,images/garrafa_2/garrafa2(138).png,output/garrafa_2/mask_(138).png
277,255.6,110.4,325.1,135.8,138.0,output/garrafa_2/aum_(138).png,output/garrafa_2/aum_mask_(138).png
278,140.0,136.0,487.0,260.0,139.0,images/garrafa_2/garrafa2(139).png,output/garrafa_2/mask_(139).png
279,255.8,110.8,429.2,172.8,139.0,output/garrafa_2/aum_(139).png,output/garrafa_2/aum_mask_(139).png
280,163.0,133.0,496.0,255.0,140.0,images/garrafa_2/garrafa2(140).png,output/garrafa_2/mask_(140).png
281,81.3,74.0,371.1,180.2,140.0,output/garrafa_2/aum_(140).png,output/garrafa_2/aum_mask_(140).png
282,173.0,125.0,510.0,254.0,141.0,images/garrafa_2/garrafa2(141).png,output/garrafa_2/mask_(141).png
283,223.9,98.3,503.6,205.3,141.0,output/garrafa_2/aum_(141).png,output/garrafa_2/aum_mask_(141).png
284,184.0,124.0,524.0,252.0,142.0,images/garrafa_2/garrafa2(142).png,output/garrafa_2/mask_(142).png
285,337.5,84.1,548.3,163.4,142.0,output/garrafa_2/aum_(142).png,output/garrafa_2/aum_mask_(142).png
286,197.0,122.0,523.0,256.0,143.0,images/garrafa_2/garrafa2(143).png,output/garrafa_2/mask_(143).png
287,389.8,156.4,458.2,184.6,143.0,output/garrafa_2/aum_(143).png,output/garrafa_2/aum_mask_(143).png
288,215.0,122.0,561.0,260.0,144.0,images/garrafa_2/garrafa2(144).png,output/garrafa_2/mask_(144).png
289,164.6,154.5,465.6,274.5,144.0,output/garrafa_2/aum_(144).png,output/garrafa_2/aum_mask_(144).png
290,230.0,125.0,575.0,271.0,145.0,images/garrafa_2/garrafa2(145).png,output/garrafa_2/mask_(145).png
291,319.9,88.6,464.8,149.9,145.0,output/garrafa_2/aum_(145).png,output/garrafa_2/aum_mask_(145).png
292,246.0,138.0,582.0,271.0,146.0,images/garrafa_2/garrafa2(146).png,output/garrafa_2/mask_(146).png
293,364.9,161.5,623.6,264.0,146.0,output/garrafa_2/aum_(146).png,output/garrafa_2/aum_mask_(146).png
294,247.0,146.0,588.0,282.0,147.0,images/garrafa_2/garrafa2(147).png,output/garrafa_2/mask_(147).png
295,319.2,161.0,649.9,292.9,147.0,output/garrafa_2/aum_(147).png,output/garrafa_2/aum_mask_(147).png
296,241.0,149.0,585.0,287.0,148.0,images/garrafa_2/garrafa2(148).png,output/garrafa_2/mask_(148).png
297,172.7,132.2,255.2,165.3,148.0,output/garrafa_2/aum_(148).png,output/garrafa_2/aum_mask_(148).png
298,236.0,148.0,583.0,284.0,149.0,images/garrafa_2/garrafa2(149).png,output/garrafa_2/mask_(149).png
299,249.1,172.0,408.7,234.6,149.0,output/garrafa_2/aum_(149).png,output/garrafa_2/aum_mask_(149).png
300,229.0,148.0,581.0,282.0,150.0,images/garrafa_2/garrafa2(150).png,output/garrafa_2/mask_(150).png
301,170.4,217.1,353.5,286.8,150.0,output/garrafa_2/aum_(150).png,output/garrafa_2/aum_mask_(150).png
302,220.0,151.0,579.0,285.0,151.0,images/garrafa_2/garrafa2(151).png,output/garrafa_2/mask_(151).png
303,215.8,103.4,406.0,174.4,151.0,output/garrafa_2/aum_(151).png,output/garrafa_2/aum_mask_(151).png
304,216.0,159.0,576.0,293.0,152.0,images/garrafa_2/garrafa2(152).png,output/garrafa_2/mask_(152).png
305,219.6,158.3,522.0,270.8,152.0,output/garrafa_2/aum_(152).png,output/garrafa_2/aum_mask_(152).png
306,214.0,162.0,575.0,294.0,153.0,images/garrafa_2/garrafa2(153).png,output/garrafa_2/mask_(153).png
307,231.2,125.3,379.3,179.4,153.0,output/garrafa_2/aum_(153).png,output/garrafa_2/aum_mask_(153).png
308,208.0,165.0,568.0,295.0,154.0,images/garrafa_2/garrafa2(154).png,output/garrafa_2/mask_(154).png
309,265.6,195.8,481.6,273.8,154.0,output/garrafa_2/aum_(154).png,output/garrafa_2/aum_mask_(154).png
310,197.0,170.0,562.0,299.0,155.0,images/garrafa_2/garrafa2(155).png,output/garrafa_2/mask_(155).png
311,394.5,242.4,474.8,270.8,155.0,output/garrafa_2/aum_(155).png,output/garrafa_2/aum_mask_(155).png
312,185.0,176.0,547.0,301.0,156.0,images/garrafa_2/garrafa2(156).png,output/garrafa_2/mask_(156).png
313,270.7,165.1,625.4,287.6,156.0,output/garrafa_2/aum_(156).png,output/garrafa_2/aum_mask_(156).png
314,173.0,176.0,537.0,298.0,157.0,images/garrafa_2/garrafa2(157).png,output/garrafa_2/mask_(157).png
315,185.1,219.9,454.4,310.2,157.0,output/garrafa_2/aum_(157).png,output/garrafa_2/aum_mask_(157).png
316,161.0,170.0,522.0,298.0,158.0,images/garrafa_2/garrafa2(158).png,output/garrafa_2/mask_(158).png
317,299.8,185.8,476.7,248.6,158.0,output/garrafa_2/aum_(158).png,output/garrafa_2/aum_mask_(158).png
318,144.0,175.0,507.0,294.0,159.0,images/garrafa_2/garrafa2(159).png,output/garrafa_2/mask_(159).png
319,96.8,146.8,398.1,245.5,159.0,output/garrafa_2/aum_(159).png,output/garrafa_2/aum_mask_(159).png
320,133.0,176.0,501.0,293.0,160.0,images/garrafa_2/garrafa2(160).png,output/garrafa_2/mask_(160).png
321,385.5,135.4,495.9,170.6,160.0,output/garrafa_2/aum_(160).png,output/garrafa_2/aum_mask_(160).png
322,131.0,170.0,491.0,296.0,161.0,images/garrafa_2/garrafa2(161).png,output/garrafa_2/mask_(161).png
323,95.7,116.4,290.1,184.4,161.0,output/garrafa_2/aum_(161).png,output/garrafa_2/aum_mask_(161).png
324,123.0,167.0,489.0,292.0,162.0,images/garrafa_2/garrafa2(162).png,output/garrafa_2/mask_(162).png
325,191.0,206.5,454.5,296.5,162.0,output/garrafa_2/aum_(162).png,output/garrafa_2/aum_mask_(162).png
326,122.0,159.0,487.0,284.0,163.0,images/garrafa_2/garrafa2(163).png,output/garrafa_2/mask_(163).png
327,224.6,120.3,388.9,176.5,163.0,output/garrafa_2/aum_(163).png,output/garrafa_2/aum_mask_(163).png
328,127.0,154.0,480.0,273.0,164.0,images/garrafa_2/garrafa2(164).png,output/garrafa_2/mask_(164).png
329,294.2,112.6,375.4,140.0,164.0,output/garrafa_2/aum_(164).png,output/garrafa_2/aum_mask_(164).png
330,112.0,147.0,483.0,264.0,165.0,images/garrafa_2/garrafa2(165).png,output/garrafa_2/mask_(165).png
331,215.6,172.2,505.0,263.4,165.0,output/garrafa_2/aum_(165).png,output/garrafa_2/aum_mask_(165).png
332,123.0,140.0,465.0,258.0,166.0,images/garrafa_2/garrafa2(166).png,output/garrafa_2/mask_(166).png
333,284.6,198.8,489.8,269.6,166.0,output/garrafa_2/aum_(166).png,output/garrafa_2/aum_mask_(166).png
334,119.0,132.0,462.0,245.0,167.0,images/garrafa_2/garrafa2(167).png,output/garrafa_2/mask_(167).png
335,85.1,100.6,366.3,193.2,167.0,output/garrafa_2/aum_(167).png,output/garrafa_2/aum_mask_(167).png
336,116.0,119.0,462.0,234.0,168.0,images/garrafa_2/garrafa2(168).png,output/garrafa_2/mask_(168).png
337,134.5,173.6,231.4,205.8,168.0,output/garrafa_2/aum_(168).png,output/garrafa_2/aum_mask_(168).png
338,108.0,99.0,450.0,216.0,169.0,images/garrafa_2/garrafa2(169).png,output/garrafa_2/mask_(169).png
339,64.6,106.0,300.5,186.7,169.0,output/garrafa_2/aum_(169).png,output/garrafa_2/aum_mask_(169).png
340,87.0,81.0,443.0,196.0,170.0,images/garrafa_2/garrafa2(170).png,output/garrafa_2/mask_(170).png
341,220.9,146.2,381.1,197.9,170.0,output/garrafa_2/aum_(170).png,output/garrafa_2/aum_mask_(170).png
342,90.0,87.0,434.0,197.0,171.0,images/garrafa_2/garrafa2(171).png,output/garrafa_2/mask_(171).png
343,319.1,208.6,463.6,254.8,171.0,output/garrafa_2/aum_(171).png,output/garrafa_2/aum_mask_(171).png
344,76.0,89.0,440.0,207.0,172.0,images/garrafa_2/garrafa2(172).png,output/garrafa_2/mask_(172).png
345,342.0,188.1,480.3,233.0,172.0,output/garrafa_2/aum_(172).png,output/garrafa_2/aum_mask_(172).png
346,93.0,96.0,439.0,207.0,173.0,images/garrafa_2/garrafa2(173).png,output/garrafa_2/mask_(173).png
347,191.2,76.4,378.0,136.4,173.0,output/garrafa_2/aum_(173).png,output/garrafa_2/aum_mask_(173).png
348,90.0,88.0,439.0,207.0,174.0,images/garrafa_2/garrafa2(174).png,output/garrafa_2/mask_(174).png
349,343.5,173.4,462.1,213.8,174.0,output/garrafa_2/aum_(174).png,output/garrafa_2/aum_mask_(174).png
350,98.0,87.0,446.0,198.0,175.0,images/garrafa_2/garrafa2(175).png,output/garrafa_2/mask_(175).png
351,250.5,102.3,379.3,143.3,175.0,output/garrafa_2/aum_(175).png,output/garrafa_2/aum_mask_(175).png
352,104.0,85.0,450.0,194.0,176.0,images/garrafa_2/garrafa2(176).png,output/garrafa_2/mask_(176).png
353,191.3,201.0,284.7,230.4,176.0,output/garrafa_2/aum_(176).png,output/garrafa_2/aum_mask_(176).png
354,108.0,86.0,460.0,196.0,177.0,images/garrafa_2/garrafa2(177).png,output/garrafa_2/mask_(177).png
355,212.1,115.9,560.6,224.8,177.0,output/garrafa_2/aum_(177).png,output/garrafa_2/aum_mask_(177).png
356,97.0,91.0,461.0,205.0,178.0,images/garrafa_2/garrafa2(178).png,output/garrafa_2/mask_(178).png
357,156.9,134.5,506.3,244.0,178.0,output/garrafa_2/aum_(178).png,output/garrafa_2/aum_mask_(178).png
358,97.0,101.0,460.0,213.0,179.0,images/garrafa_2/garrafa2(179).png,output/garrafa_2/mask_(179).png
359,142.2,83.1,389.0,159.3,179.0,output/garrafa_2/aum_(179).png,output/garrafa_2/aum_mask_(179).png
360,99.0,105.0,456.0,218.0,180.0,images/garrafa_2/garrafa2(180).png,output/garrafa_2/mask_(180).png
361,279.4,88.5,490.0,155.2,180.0,output/garrafa_2/aum_(180).png,output/garrafa_2/aum_mask_(180).png
362,96.0,109.0,457.0,227.0,181.0,images/garrafa_2/garrafa2(181).png,output/garrafa_2/mask_(181).png
363,134.8,163.4,329.8,227.2,181.0,output/garrafa_2/aum_(181).png,output/garrafa_2/aum_mask_(181).png
364,99.0,121.0,462.0,237.0,182.0,images/garrafa_2/garrafa2(182).png,output/garrafa_2/mask_(182).png
365,337.7,117.3,475.6,161.4,182.0,output/garrafa_2/aum_(182).png,output/garrafa_2/aum_mask_(182).png
366,108.0,134.0,469.0,250.0,183.0,images/garrafa_2/garrafa2(183).png,output/garrafa_2/mask_(183).png
367,132.8,196.1,342.2,263.4,183.0,output/garrafa_2/aum_(183).png,output/garrafa_2/aum_mask_(183).png
368,116.0,146.0,470.0,266.0,184.0,images/garrafa_2/garrafa2(184).png,output/garrafa_2/mask_(184).png
369,199.3,172.7,418.8,247.1,184.0,output/garrafa_2/aum_(184).png,output/garrafa_2/aum_mask_(184).png
